,movieId,title
2177,2261,One Crazy Summer (1986)
2178,2262,About Last Night... (1986)
2179,2263,"Seventh Sign, The (1988)"
2180,2264,We're No Angels (1989)
2181,2265,Nothing But Trouble (1991)
2182,2266,"Butcher's Wife, The (1991)"
2183,2267,Mortal Thoughts (1991)
2184,2268,"Few Good Men, A (1992)"
2185,2269,Indecent Proposal (1993)
2186,2270,"Century of Cinema, A (1994)"
2187,2271,Permanent Midnight (1998)
2188,2272,One True Thing (1998)
2189,2273,Rush Hour (1998)
2190,2274,Lilian's Story (1995)
2191,2275,Six-String Samurai (1998)
2192,2276,"Soldier's Daughter Never Cries, A (1998)"
2193,2277,Somewhere in the City (1998)
2194,2278,Ronin (1998)
2195,2279,Urban Legend (1998)
2196,2280,Clay Pigeons (1998)
2197,2281,Monument Ave. (1998)
2198,2282,Pecker (1998)
2199,2283,"Sheltering Sky, The (1990)"
2200,2284,Bandit Queen (1994)
2201,2285,If.... (1968)
2202,2286,"Fiendish Plot of Dr. Fu Manchu, The (1980)"
2203,2287,Them! (1954)
2204,2288,"Thing, The (1982)"
2205,2289,"Player, The (1992)"
2206,2290,Stardust Memories (1980)
2207,2291,Edward Scissorhands (1990)
2208,2292,Overnight Delivery (1998)
2209,2293,Shadrach (1998)
2210,2294,Antz (1998)
2211,2295,"Impostors, The (1998)"
2212,2296,"Night at the Roxbury, A (1998)"
2213,2297,What Dreams May Come (1998)
2214,2298,Strangeland (1998)
2215,2299,"Battle of the Sexes, The (1959)"
2216,2300,"Producers, The (1968)"
2217,2301,History of the World: Part I (1981)
2218,2302,My Cousin Vinny (1992)
2219,2303,Nashville (1975)
2220,2304,Love Is the Devil (1998)
2221,2305,Slam (1998)
2222,2306,Holy Man (1998)
2223,2307,One Tough Cop (1998)
2224,2308,Detroit 9000 (1973)
2225,2309,"Inheritors, The (Die Siebtelbauern) (1998)"
2226,2310,"Mighty, The (1998)"
2227,2311,2010: The Year We Make Contact (1984)
2228,2312,Children of a Lesser God (1986)
2229,2313,"Elephant Man, The (1980)"
2230,2314,Beloved (1998)
2231,2315,Bride of Chucky (1998)
2232,2316,Practical Magic (1998)
2233,2317,"Alarmist, The (a.k.a. Life During Wartime) (1997)"
2234,2318,Happiness (1998)
2235,2319,Reach the Rock (1998)
2236,2320,Apt Pupil (1998)
2237,2321,Pleasantville (1998)
2238,2322,Soldier (1998)
2239,2323,"Cruise, The (1998)"
2240,2324,Life Is Beautiful (La Vita è bella) (1997)
2241,2325,Orgazmo (1997)
2242,2326,Shattered Image (1998)
2243,2327,Tales from the Darkside: The Movie (1990)
2244,2328,Vampires (1998)
2245,2329,American History X (1998)
2246,2330,Hands on a Hard Body (1996)
2247,2331,Living Out Loud (1998)
2248,2332,Belly (1998)
2249,2333,Gods and Monsters (1998)
2250,2334,"Siege, The (1998)"
2251,2335,"Waterboy, The (1998)"
2252,2336,Elizabeth (1998)
2253,2337,Velvet Goldmine (1998)
2254,2338,I Still Know What You Did Last Summer (1998)
2255,2339,I'll Be Home For Christmas (1998)
2256,2340,Meet Joe Black (1998)
2257,2341,Dancing at Lughnasa (1998)
2258,2342,Hard Core Logo (1996)
2259,2343,"Naked Man, The (1998)"
2260,2344,Runaway Train (1985)
2261,2345,Desert Bloom (1986)
2262,2346,"Stepford Wives, The (1975)"
2263,2347,"Pope of Greenwich Village, The (1984)"
2264,2348,Sid and Nancy (1986)
2265,2349,Mona Lisa (1986)
2266,2350,Heart Condition (1990)
2267,2351,"Nights of Cabiria (Notti di Cabiria, Le) (1957)"
2268,2352,"Big Chill, The (1983)"
2269,2353,Enemy of the State (1998)
2270,2354,"Rugrats Movie, The (1998)"
2271,2355,"Bug's Life, A (1998)"
2272,2356,Celebrity (1998)
2273,2357,Central Station (Central do Brasil) (1998)
2274,2358,Savior (1998)
2275,2359,Waking Ned Devine (1998)
2276,2360,"Celebration, The (Festen) (1998)"
2277,2361,Pink Flamingos (1972)
2278,2362,Glen or Glenda (1953)
2279,2363,Godzilla (Gojira) (1954)
2280,2364,Godzilla (a.k.a. Godzilla 1985: The Legend Is Reborn) (Gojira) (1984)
2281,2365,King Kong vs. Godzilla (Kingukongu tai Gojira) (1962)
2282,2366,King Kong (1933)
2283,2367,King Kong (1976)
2284,2368,King Kong Lives (1986)
2285,2369,Desperately Seeking Susan (1985)
2286,2370,"Emerald Forest, The (1985)"
2287,2371,Fletch (1985)
2288,2372,Fletch Lives (1989)
2289,2373,Red Sonja (1985)
2290,2374,Gung Ho (1986)
2291,2375,"Money Pit, The (1986)"
2292,2376,"View to a Kill, A (1985)"
2293,2377,Lifeforce (1985)
2294,2378,Police Academy (1984)
2295,2379,Police Academy 2: Their First Assignment (1985)
2296,2380,Police Academy 3: Back in Training (1986)
2297,2381,Police Academy 4: Citizens on Patrol (1987)
2298,2382,Police Academy 5: Assignment: Miami Beach (1988)
2299,2383,Police Academy 6: City Under Siege (1989)
2300,2384,Babe: Pig in the City (1998)
2301,2385,Home Fries (1998)
2302,2386,Jerry Springer: Ringmaster (1998)
2303,2387,Very Bad Things (1998)
2304,2388,Steam: The Turkish Bath (Hamam) (1997)
2305,2389,Psycho (1998)
2306,2390,Little Voice (1998)
2307,2391,"Simple Plan, A (1998)"
2308,2392,Jack Frost (1998)
2309,2393,Star Trek: Insurrection (1998)
2310,2394,"Prince of Egypt, The (1998)"
2311,2395,Rushmore (1998)
2312,2396,Shakespeare in Love (1998)
2313,2397,Mass Appeal (1984)
2314,2398,Miracle on 34th Street (1947)
2315,2399,Santa Claus: The Movie (1985)
2316,2400,Prancer (1989)
2317,2401,Pale Rider (1985)
2318,2402,Rambo: First Blood Part II (1985)
2319,2403,First Blood (Rambo: First Blood) (1982)
2320,2404,Rambo III (1988)
2321,2405,"Jewel of the Nile, The (1985)"
2322,2406,Romancing the Stone (1984)
2323,2407,Cocoon (1985)
2324,2408,Cocoon: The Return (1988)
2325,2409,Rocky II (1979)
2326,2410,Rocky III (1982)
2327,2411,Rocky IV (1985)
2328,2412,Rocky V (1990)
2329,2413,Clue (1985)
2330,2414,Young Sherlock Holmes (1985)
2331,2415,Violets Are Blue... (1986)
2332,2416,Back to School (1986)
2333,2417,Heartburn (1986)
2334,2418,Nothing in Common (1986)
2335,2419,Extremities (1986)
2336,2420,"Karate Kid, The (1984)"
2337,2421,"Karate Kid Part II, The (1986)"
2338,2422,"Karate Kid Part III, The (1989)"
2339,2423,Christmas Vacation (1989)
2340,2424,You've Got Mail (1998)
2341,2425,"General, The (1998)"
2342,2426,"Theory of Flight, The (1998)"
2343,2427,"Thin Red Line, The (1998)"
2344,2428,"Faculty, The (1998)"
2345,2429,Mighty Joe Young (1998)
2346,2430,Mighty Joe Young (1949)
2347,2431,Patch Adams (1998)
2348,2432,Stepmom (1998)
2349,2433,"Civil Action, A (1998)"
2350,2434,Down in the Delta (1998)
2351,2435,Hurlyburly (1998)
2352,2436,Tea with Mussolini (1999)
2353,2437,Wilde (1997)
2354,2438,Outside Ozona (1998)
2355,2439,Affliction (1997)
2356,2440,Another Day in Paradise (1998)
2357,2441,"Hi-Lo Country, The (1998)"
2358,2442,Hilary and Jackie (1998)
2359,2443,Playing by Heart (1998)
2360,2444,24 7: Twenty Four Seven (1997)
2361,2445,At First Sight (1999)
2362,2446,In Dreams (1999)
2363,2447,Varsity Blues (1999)
2364,2448,Virus (1999)
2365,2449,"Garbage Pail Kids Movie, The (1987)"
2366,2450,Howard the Duck (1986)
2367,2451,"Gate, The (1987)"
2368,2452,"Gate II: Trespassers, The (1990)"
2369,2453,"Boy Who Could Fly, The (1986)"
2370,2454,"Fly, The (1958)"
2371,2455,"Fly, The (1986)"
2372,2456,"Fly II, The (1989)"
2373,2457,Running Scared (1986)
2374,2458,Armed and Dangerous (1986)
2375,2459,"Texas Chainsaw Massacre, The (1974)"
2376,2460,"Texas Chainsaw Massacre 2, The (1986)"
2377,2461,Leatherface: Texas Chainsaw Massacre III (1990)
2378,2462,Texas Chainsaw Massacre: The Next Generation (a.k.a. The Return of the Texas Chainsaw Massacre) (1994)
2379,2463,Ruthless People (1986)
2380,2464,Trick or Treat (1986)
2381,2465,Deadly Friend (1986)
2382,2466,Belizaire the Cajun (1986)
2383,2467,"Name of the Rose, The (Der Name der Rose) (1986)"
2384,2468,Jumpin' Jack Flash (1986)
2385,2469,Peggy Sue Got Married (1986)
2386,2470,Crocodile Dundee (1986)
2387,2471,Crocodile Dundee II (1988)
2388,2472,Tough Guys (1986)
2389,2473,Soul Man (1986)
2390,2474,"Color of Money, The (1986)"
2391,2475,52 Pick-Up (1986)
2392,2476,Heartbreak Ridge (1986)
2393,2477,Firewalker (1986)
2394,2478,Three Amigos (1986)
2395,2479,Gloria (1999)
2396,2480,Dry Cleaning (Nettoyage à sec) (1997)
2397,2481,My Name Is Joe (1998)
2398,2482,Still Crazy (1998)
2399,2483,"Day of the Beast, The (El Día de la bestia) (1995)"
2400,2484,Tinseltown (1997)
2401,2485,She's All That (1999)
2402,2486,24-hour Woman (1998)
2403,2487,"Blood, Guts, Bullets and Octane (1998)"
2404,2488,Peeping Tom (1960)
2405,2489,Spanish Fly (1998)
2406,2490,Payback (1999)
2407,2491,Simply Irresistible (1999)
2408,2492,20 Dates (1998)
2409,2493,"Harmonists, The (1997)"
2410,2494,"Last Days, The (1998)"
2411,2495,"Fantastic Planet, The (La Planète sauvage) (1973)"
2412,2496,Blast from the Past (1999)
2413,2497,Message in a Bottle (1999)
2414,2498,My Favorite Martian (1999)
2415,2499,God Said 'Ha!' (1998)
2416,2500,Jawbreaker (1999)
2417,2501,October Sky (1999)
2418,2502,Office Space (1999)
2419,2503,"Apple, The (Sib) (1998)"
2420,2504,200 Cigarettes (1999)
2421,2505,8MM (1999)
2422,2506,"Other Sister, The (1999)"
2423,2507,Breakfast of Champions (1999)
2424,2508,"Breaks, The (1999)"
2425,2509,Eight Days a Week (1997)
2426,2510,Just the Ticket (1999)
2427,2511,"Long Goodbye, The (1973)"
2428,2512,"Ballad of Narayama, The (Narayama bushiko) (1983)"
2429,2513,Pet Sematary (1989)
2430,2514,Pet Sematary II (1992)
2431,2515,Children of the Corn II: The Final Sacrifice (1993)
2432,2516,Children of the Corn III (1994)
2433,2517,Christine (1983)
2434,2518,Night Shift (1982)
2435,2519,House on Haunted Hill (1958)
2436,2520,Airport (1970)
2437,2521,Airport 1975 (1974)
2438,2522,Airport '77 (1977)
2439,2523,Rollercoaster (1977)
2440,2524,"Towering Inferno, The (1974)"
2441,2525,Alligator (1980)
2442,2526,Meteor (1979)
2443,2527,Westworld (1973)
2444,2528,Logan's Run (1976)
2445,2529,Planet of the Apes (1968)
2446,2530,Beneath the Planet of the Apes (1970)
2447,2531,Battle for the Planet of the Apes (1973)
2448,2532,Conquest of the Planet of the Apes (1972)
2449,2533,Escape from the Planet of the Apes (1971)
2450,2534,Avalanche (1978)
2451,2535,Earthquake (1974)
2452,2536,"Concorde: Airport '79, The (1979)"
2453,2537,Beyond the Poseidon Adventure (1979)
2454,2538,Dancemaker (1998)
2455,2539,Analyze This (1999)
2456,2540,"Corruptor, The (1999)"
2457,2541,Cruel Intentions (1999)
2458,2542,"Lock, Stock & Two Smoking Barrels (1998)"
2459,2543,Six Ways to Sunday (1997)
2460,2544,"School of Flesh, The (L' École de la chair) (1998)"
2461,2545,Relax... It's Just Sex (1998)
2462,2546,"Deep End of the Ocean, The (1999)"
2463,2547,Harvest (1998)
2464,2548,"Rage: Carrie 2, The (1999)"
2465,2549,Wing Commander (1999)
2466,2550,"Haunting, The (1963)"
2467,2551,Dead Ringers (1988)
2468,2552,My Boyfriend's Back (1993)
2469,2553,Village of the Damned (1960)
2470,2554,Children of the Damned (1963)
2471,2555,Baby Geniuses (1999)
2472,2556,Telling You (1998)
2473,2557,I Stand Alone (Seul contre tous) (1998)
2474,2558,Forces of Nature (1999)
2475,2559,"King and I, The (1999)"
2476,2560,Ravenous (1999)
2477,2561,True Crime (1999)
2478,2562,Bandits (1997)
2479,2563,Dangerous Beauty (1998)
2480,2564,"Empty Mirror, The (1996)"
2481,2565,"King and I, The (1956)"
2482,2566,Doug's 1st Movie (1999)
2483,2567,EDtv (1999)
2484,2568,"Mod Squad, The (1999)"
2485,2569,Among Giants (1998)
2486,2570,"Walk on the Moon, A (1999)"
2487,2571,"Matrix, The (1999)"
2488,2572,10 Things I Hate About You (1999)
2489,2573,Tango (1998)
2490,2574,"Out-of-Towners, The (1999)"
2491,2575,"Dreamlife of Angels, The (La Vie rêvée des anges) (1998)"
2492,2576,"Love, etc. (1996)"
2493,2577,Metroland (1997)
2494,2578,"Sticky Fingers of Time, The (1997)"
2495,2579,Following (1998)
2496,2580,Go (1999)
2497,2581,Never Been Kissed (1999)
2498,2582,Twin Dragons (Shuang long hui) (1992)
2499,2583,Cookie's Fortune (1999)
2500,2584,Foolish (1999)
2501,2585,"Lovers of the Arctic Circle, The (Los Amantes del Círculo Polar) (1998)"
2502,2586,Goodbye Lover (1999)
2503,2587,Life (1999)
2504,2588,Cloudland (1998)
2505,2589,Friends & Lovers (1999)
2506,2590,Hideous Kinky (1998)
2507,2591,Jeanne and the Perfect Guy (Jeanne et le garçon formidable) (1998)
2508,2592,"Joyriders, The (1999)"
2509,2593,"Monster, The (Il Mostro) (1994)"
2510,2594,Open Your Eyes (Abre los ojos) (1997)
2511,2595,Photographer (Fotoamator) (1998)
2512,2596,SLC Punk! (1998)
2513,2597,Lost & Found (1999)
2514,2598,Pushing Tin (1999)
2515,2599,Election (1999)
2516,2600,eXistenZ (1999)
2517,2601,"Little Bit of Soul, A (1998)"
2518,2602,Mighty Peking Man (Xing xing wang) (1977)
2519,2603,Nô (1998)
2520,2604,Let it Come Down: The Life of Paul Bowles (1998)
2521,2605,Entrapment (1999)
2522,2606,Idle Hands (1999)
2523,2607,Get Real (1998)
2524,2608,Heaven (1998)
2525,2609,"King of Masks, The (Bian Lian) (1996)"
2526,2610,Three Seasons (1999)
2527,2611,"Winslow Boy, The (1999)"
2528,2612,Mildred Pierce (1945)
2529,2613,Night of the Comet (1984)
2530,2614,Chopping Mall (a.k.a. Killbots) (1986)
2531,2615,My Science Project (1985)
2532,2616,Dick Tracy (1990)
2533,2617,"Mummy, The (1999)"
2534,2618,"Castle, The (1997)"
2535,2619,Mascara (1999)
2536,2620,This Is My Father (1998)
2537,2621,Xiu Xiu: The Sent-Down Girl (Tian yu) (1998)
2538,2622,"Midsummer Night's Dream, A (1999)"
2539,2623,Trippin' (1999)
2540,2624,After Life (Wandafuru raifu) (1998)
2541,2625,Black Mask (Hak hap) (1996)
2542,2626,Edge of Seventeen (1998)
2543,2627,Endurance (1999)
2544,2628,Star Wars: Episode I - The Phantom Menace (1999)
2545,2629,"Love Letter, The (1999)"
2546,2630,Besieged (a.k.a. L' Assedio) (1998)
2547,2631,Frogs for Snakes (1998)
2548,2632,"Saragossa Manuscript, The (Rekopis znaleziony w Saragossie) (1965)"
2549,2633,"Mummy, The (1932)"
2550,2634,"Mummy, The (1959)"
2551,2635,"Mummy's Curse, The (1944)"
2552,2636,"Mummy's Ghost, The (1944)"
2553,2637,"Mummy's Hand, The (1940)"
2554,2638,"Mummy's Tomb, The (1942)"
2555,2639,Mommie Dearest (1981)
2556,2640,Superman (1978)
2557,2641,Superman II (1980)
2558,2642,Superman III (1983)
2559,2643,Superman IV: The Quest for Peace (1987)
2560,2644,Dracula (1931)
2561,2646,House of Dracula (1945)
2562,2647,House of Frankenstein (1944)
2563,2648,Frankenstein (1931)
2564,2649,Son of Frankenstein (1939)
2565,2650,"Ghost of Frankenstein, The (1942)"
2566,2651,Frankenstein Meets the Wolf Man (1943)
2567,2652,"Curse of Frankenstein, The (1957)"
2568,2653,Son of Dracula (1943)
2569,2654,"Wolf Man, The (1941)"
2570,2655,Howling II: Your Sister Is a Werewolf (1985)
2571,2656,Tarantula (1955)
2572,2657,"Rocky Horror Picture Show, The (1975)"
2573,2658,"Flying Saucer, The (1950)"
2574,2659,It Came from Hollywood (1982)
2575,2660,"Thing from Another World, The (1951)"
2576,2661,It Came from Outer Space (1953)
2577,2662,"War of the Worlds, The (1953)"
2578,2663,It Came from Beneath the Sea (1955)
2579,2664,Invasion of the Body Snatchers (1956)
2580,2665,Earth vs. the Flying Saucers (1956)
2581,2666,It Conquered the World (1956)
2582,2667,"Mole People, The (1956)"
2583,2668,Swamp Thing (1982)
2584,2669,Pork Chop Hill (1959)
2585,2670,"Run Silent, Run Deep (1958)"
2586,2671,Notting Hill (1999)
2587,2672,"Thirteenth Floor, The (1999)"
2588,2673,Eternity and a Day (Mia aoniotita kai mia mera) (1998)
2589,2674,"Loss of Sexual Innocence, The (1999)"
2590,2675,Twice Upon a Yesterday (1998)
2591,2676,Instinct (1999)
2592,2677,Buena Vista Social Club (1999)
2593,2678,Desert Blue (1999)
2594,2679,Finding North (1998)
2595,2680,Floating (1997)
2596,2681,Free Enterprise (1998)
2597,2682,Limbo (1999)
2598,2683,Austin Powers: The Spy Who Shagged Me (1999)
2599,2684,Taxman (1999)
2600,2685,"Red Dwarf, The (Nain rouge, Le) (1998)"
2601,2686,"Red Violin, The (Violon rouge, Le) (1998)"
2602,2687,Tarzan (1999)
2603,2688,"General's Daughter, The (1999)"
2604,2689,Get Bruce (1999)
2605,2690,"Ideal Husband, An (1999)"
2606,2691,"Legend of 1900, The (a.k.a. The Legend of the Pianist on the Ocean) (Leggenda del pianista sull'oceano) (1998)"
2607,2692,Run Lola Run (Lola rennt) (1998)
2608,2693,Trekkies (1997)
2609,2694,Big Daddy (1999)
2610,2695,"Boys, The (1998)"
2611,2696,"Dinner Game, The (Dîner de cons, Le) (1998)"
2612,2697,My Son the Fanatic (1997)
2613,2698,Zone 39 (1997)
2614,2699,Arachnophobia (1990)
2615,2700,"South Park: Bigger, Longer and Uncut (1999)"
2616,2701,Wild Wild West (1999)
2617,2702,Summer of Sam (1999)
2618,2703,Broken Vessels (1998)
2619,2704,"Lovers on the Bridge, The (Les Amants du Pont-Neuf) (1991)"
2620,2705,"Late August, Early September (Fin août, début septembre) (1998)"
2621,2706,American Pie (1999)
2622,2707,Arlington Road (1999)
2623,2708,"Autumn Tale, An (Conte d'automne) (1998)"
2624,2709,Muppets From Space (1999)
2625,2710,"Blair Witch Project, The (1999)"
2626,2711,My Life So Far (1999)
2627,2712,Eyes Wide Shut (1999)
2628,2713,Lake Placid (1999)
2629,2714,"Wood, The (1999)"
2630,2715,"Velocity of Gary, The (1998)"
2631,2716,Ghostbusters (a.k.a. Ghost Busters) (1984)
2632,2717,Ghostbusters II (1989)
2633,2718,Drop Dead Gorgeous (1999)
2634,2719,"Haunting, The (1999)"
2635,2720,Inspector Gadget (1999)
2636,2721,Trick (1999)
2637,2722,Deep Blue Sea (1999)
2638,2723,Mystery Men (1999)
2639,2724,Runaway Bride (1999)
2640,2725,Twin Falls Idaho (1999)
2641,2726,"Killing, The (1956)"
2642,2727,Killer's Kiss (1955)
2643,2728,Spartacus (1960)
2644,2729,Lolita (1962)
2645,2730,Barry Lyndon (1975)
2646,2731,"400 Blows, The (Les Quatre cents coups) (1959)"
2647,2732,Jules and Jim (Jules et Jim) (1961)
2648,2733,Vibes (1988)
2649,2734,"Mosquito Coast, The (1986)"
2650,2735,"Golden Child, The (1986)"
2651,2736,Brighton Beach Memoirs (1986)
2652,2737,Assassination (1987)
2653,2738,Crimes of the Heart (1986)
2654,2739,"Color Purple, The (1985)"
2655,2740,"Kindred, The (1986)"
2656,2741,No Mercy (1986)
2657,2742,Ménage (Tenue de soirée) (1986)
2658,2743,Native Son (1986)
2659,2744,Otello (1986)
2660,2745,"Mission, The (1986)"
2661,2746,Little Shop of Horrors (1986)
2662,2747,"Little Shop of Horrors, The (1960)"
2663,2748,Allan Quatermain and the Lost City of Gold (1987)
2664,2749,"Morning After, The (1986)"
2665,2750,Radio Days (1987)
2666,2751,From the Hip (1987)
2667,2752,Outrageous Fortune (1987)
2668,2753,"Bedroom Window, The (1987)"
2669,2754,Deadtime Stories (1987)
2670,2755,Light of Day (1987)
2671,2756,Wanted: Dead or Alive (1987)
2672,2757,Frances (1982)
2673,2758,Plenty (1985)
2674,2759,Dick (1999)
2675,2760,"Gambler, The (A Játékos) (1997)"
2676,2761,"Iron Giant, The (1999)"
2677,2762,"Sixth Sense, The (1999)"
2678,2763,"Thomas Crown Affair, The (1999)"
2679,2764,"Thomas Crown Affair, The (1968)"
2680,2765,"Acid House, The (1998)"
2681,2766,"Adventures of Sebastian Cole, The (1998)"
2682,2767,Illuminata (1998)
2683,2768,Stiff Upper Lips (1998)
2684,2769,"Yards, The (2000)"
2685,2770,Bowfinger (1999)
2686,2771,Brokedown Palace (1999)
2687,2772,Detroit Rock City (1999)
2688,2773,Alice and Martin (Alice et Martin) (1998)
2689,2774,Better Than Chocolate (1999)
2690,2775,Head On (1998)
2691,2776,"Marcello Mastroianni: I Remember Yes, I Remember (Marcello Mastroianni: mi ricordo, sì, io mi ricordo) (1997)"
2692,2777,Cobra (1925)
2693,2778,Never Talk to Strangers (1995)
2694,2779,Heaven Can Wait (1978)
2695,2780,"Raven, The (1963)"
2696,2781,"Tingler, The (1959)"
2697,2782,Pit and the Pendulum (1961)
2698,2783,"Tomb of Ligeia, The (1965)"
2699,2784,"Masque of the Red Death, The (1964)"
2700,2785,Tales of Terror (1962)
2701,2786,Haunted Honeymoon (1986)
2702,2787,Cat's Eye (1985)
2703,2788,Monty Python's And Now for Something Completely Different (1971)
2704,2789,Damien: Omen II (1978)
2705,2790,"Final Conflict, The (a.k.a. Omen III: The Final Conflict) (1981)"
2706,2791,Airplane! (1980)
2707,2792,Airplane II: The Sequel (1982)
2708,2793,"American Werewolf in Paris, An (1997)"
2709,2794,European Vacation (1985)
2710,2795,Vacation (1983)
2711,2796,Funny Farm (1988)
2712,2797,Big (1988)
2713,2798,Problem Child (1990)
2714,2799,Problem Child 2 (1991)
2715,2800,Little Nemo: Adventures in Slumberland (1992)
2716,2801,Oscar and Lucinda (a.k.a. Oscar & Lucinda) (1997)
2717,2802,Tequila Sunrise (1988)
2718,2803,"Pelican Brief, The (1993)"
2719,2804,"Christmas Story, A (1983)"
2720,2805,Mickey Blue Eyes (1999)
2721,2806,Teaching Mrs. Tingle (1999)
2722,2807,Universal Soldier: The Return (1999)
2723,2808,Universal Soldier (1992)
2724,2809,Love Stinks (1999)
2725,2810,Perfect Blue (1997)
2726,2811,With Friends Like These... (1998)
2727,2812,In Too Deep (1999)
2728,2813,"Source, The (1999)"
2729,2814,"Bat, The (1959)"
2730,2815,Iron Eagle (1986)
2731,2816,Iron Eagle II (1988)
2732,2817,Aces: Iron Eagle III (1992)
2733,2818,Iron Eagle IV (1995)
2734,2819,3 Days of the Condor (a.k.a. Three Days of the Condor) (1975)
2735,2820,Hamlet (1964)
2736,2821,Male and Female (1919)
2737,2822,Medicine Man (1992)
2738,2823,"Spiders Part 1: The Golden Lake, The (Die Spinnen, 1. Teil: Der Goldene See) (1919)"
2739,2824,On the Ropes (1999)
2740,2825,Rosie (1998)
2741,2826,"13th Warrior, The (1999)"
2742,2827,"Astronaut's Wife, The (1999)"
2743,2828,Dudley Do-Right (1999)
2744,2829,"Muse, The (1999)"
2745,2830,Cabaret Balkan (Bure Baruta) (1998)
2746,2831,"Dog of Flanders, A (1999)"
2747,2832,"Lost Son, The (1999)"
2748,2833,Lucie Aubrac (1997)
2749,2834,"Very Thought of You, The (1998)"
2750,2835,Chill Factor (1999)
2751,2836,Outside Providence (1999)
2752,2837,Bedrooms & Hallways (1998)
2753,2838,I Woke Up Early the Day I Died (1998)
2754,2839,West Beirut (West Beyrouth) (1998)
2755,2840,Stigmata (1999)
2756,2841,Stir of Echoes (1999)
2757,2842,Best Laid Plans (1999)
2758,2843,"Black Cat, White Cat (Crna macka, beli macor) (1998)"
2759,2844,"Minus Man, The (1999)"
2760,2845,Whiteboyz (1999)
2761,2846,"Adventures of Milo and Otis, The (Koneko monogatari) (1986)"
2762,2847,Only Angels Have Wings (1939)
2763,2848,Othello (1952)
2764,2849,Queens Logic (1991)
2765,2850,Public Access (1993)
2766,2851,Saturn 3 (1980)
2767,2852,"Soldier's Story, A (1984)"
2768,2853,"Communion (a.k.a. Alice, Sweet Alice) (a.k.a. Holy Terror) (1976)"
2769,2854,Don't Look in the Basement! (1973)
2770,2855,Nightmares (1983)
2771,2856,I Saw What You Did (1965)
2772,2857,Yellow Submarine (1968)
2773,2858,American Beauty (1999)
2774,2859,Stop Making Sense (1984)
2775,2860,Blue Streak (1999)
2776,2861,For Love of the Game (1999)
2777,2862,Caligula (1979)
2778,2863,"Hard Day's Night, A (1964)"
2779,2864,Splendor (1999)
2780,2865,Sugar Town (1999)
2781,2866,"Buddy Holly Story, The (1978)"
2782,2867,Fright Night (1985)
2783,2868,Fright Night Part II (1989)
2784,2869,"Separation, The (La Séparation) (1994)"
2785,2870,Barefoot in the Park (1967)
2786,2871,Deliverance (1972)
2787,2872,Excalibur (1981)
2788,2873,Lulu on the Bridge (1998)
2789,2874,"Pajama Game, The (1957)"
2790,2875,Sommersby (1993)
2791,2876,Thumbelina (1994)
2792,2877,Tommy (1975)
2793,2878,Hell Night (1981)
2794,2879,Operation Condor (Armour of God II: Operation Condor) (Fei ying gai wak) (1991)
2795,2880,Operation Condor 2 (Armour of God) (Long xiong hu di) (1987)
2796,2881,Double Jeopardy (1999)
2797,2882,Jakob the Liar (1999)
2798,2883,Mumford (1999)
2799,2884,Dog Park (1998)
2800,2885,Guinevere (1999)
2801,2886,"Adventures of Elmo in Grouchland, The (1999)"
2802,2887,Simon Sez (1999)
2803,2888,Drive Me Crazy (1999)
2804,2889,"Mystery, Alaska (1999)"
2805,2890,Three Kings (1999)
2806,2891,"Happy, Texas (1999)"
2807,2892,New Rose Hotel (1998)
2808,2893,Plunkett & MaCleane (1999)
2809,2894,Romance (1999)
2810,2895,Napoleon and Samantha (1972)
2811,2896,Alvarez Kelly (1966)
2812,2897,And the Ship Sails On (E la nave va) (1983)
2813,2898,"Dark Half, The (1993)"
2814,2899,Gulliver's Travels (1939)
2815,2900,Monkey Shines (1988)
2816,2901,Phantasm (1979)
2817,2902,Psycho II (1983)
2818,2903,Psycho III (1986)
2819,2904,Rain (1932)
2820,2905,Sanjuro (Tsubaki Sanjûrô) (1962)
2821,2906,Random Hearts (1999)
2822,2907,Superstar (1999)
2823,2908,Boys Don't Cry (1999)
2824,2909,"Five Wives, Three Secretaries and Me (1998)"
2825,2910,"Ennui, L' (1998)"
2826,2911,"Grandfather, The (El Abuelo) (1998)"
2827,2912,"Limey, The (1999)"
2828,2913,"Mating Habits of the Earthbound Human, The (1999)"
2829,2914,Molly (1999)
2830,2915,Risky Business (1983)
2831,2916,Total Recall (1990)
2832,2917,Body Heat (1981)
2833,2918,Ferris Bueller's Day Off (1986)
2834,2919,"Year of Living Dangerously, The (1982)"
2835,2920,Children of Paradise (Les enfants du paradis) (1945)
2836,2921,High Plains Drifter (1973)
2837,2922,Hang 'Em High (1968)
2838,2923,Handle with Care (a.k.a. Citizen's Band) (1977)
2839,2924,Drunken Master (Jui kuen) (1978)
2840,2925,"Conformist, The (Il Conformista) (1970)"
2841,2926,Hairspray (1988)
2842,2927,Brief Encounter (1946)
2843,2928,"Razor's Edge, The (1984)"
2844,2929,Reds (1981)
2845,2930,Return with Honor (1998)
2846,2931,Time of the Gypsies (Dom za vesanje) (1989)
2847,2932,Days of Heaven (1978)
2848,2933,"Fire Within, The (Le Feu Follet) (1963)"
2849,2934,"Love Bewitched, A (El Amor Brujo) (1986)"
2850,2935,"Lady Eve, The (1941)"
2851,2936,Sullivan's Travels (1941)
2852,2937,"Palm Beach Story, The (1942)"
2853,2938,Man Facing Southeast (Hombre mirando al sudeste) (1986)
